-2	3	456232	1	1	6	-1.23606865958772
-1	3	456231	2	1	9	-.725336904490091
0	3	456266	2	1	9	-1.00954142397303
1	3	456258	2	3	15	-1.23245462184213
2	3	456293	3	1	9	-.47151548245592
-2	2	456273	3	2	13	-.756547834831236
-1	2	456276	1	1	9	-.47151548245592
0	2	456285	1	1	12	.0116193800461625
1	2	456263	1	1	10	.346798234622454
2	2	456283	2	1	9	.058979677393924
-2	1	456271	1	1	13	-.323862180706206
-1	1	456291	1	1	12	.058979677393924
0	1	456295	1	1	17	.0634215480318965
1	1	456261	1	1	24	.24898872889764
2	1	456277	1	1	21	-.235276672672899
-2	0	456292	1	1	23	-.428109479269313
-1	0	456279	1	1	21	.121926664792516
0	0	456280	2	2	16	-.615672582335376
1	0	456254	1	1	23	.693647035327906
2	0	456257	1	1	20	.288780694338653
-2	-1	456282	1	1	27	.0109764174545239
-1	-1	456294	1	1	24	.469603298390346
0	-1	456289	1	1	23	.853272989382856
1	-1	456274	1	1	25	.719810682678924
2	-1	456270	1	1	24	.416367885160079
-2	-2	456287	1	1	26	.925141268296877
-1	-2	456268	1	1	27	1.12520215038448
0	-2	456264	1	1	22	1.07388755887556
1	-2	456255	1	1	30	1.80444360081301
2	-2	456290	1	1	32	1.9852662048647
