-2	3	473185	1	1	11	-1.79213266640974
-1	3	858800	1	1	8	-1.10170884632887
0	3	858806	1	1	7	-.825862941405579
1	3	858807	3	2	18	-.869609201007747
2	3	858808	2	2	16	-1.02675165638556
-2	2	858814	1	1	11	-.592107630299695
-1	2	858812	2	1	12	-.257756608615783
0	2	858798	1	1	17	-.310689315669973
1	2	888596	3	1	11	-.0797202094173036
2	2	858797	1	1	13	-.266115223175426
-2	1	858804	1	1	17	-.472576347861835
-1	1	858824	2	1	21	-.584051721916129
0	1	858810	4	1	24	-.541961128098719
1	1	858811	1	2	22	.245444364814587
2	1	858796	4	1	16	.528518345229067
-2	0	858809	1	1	22	-.251659072193052
-1	0	858805	1	1	24	.127568748161485
0	0	858821	1	1	14	-.138565582593484
1	0	858799	1	3	24	.791526214715261
2	0	858822	1	1	23	.611531443555946
-2	-1	858813	1	3	21	.533788048759419
-1	-1	858802	2	2	27	.47393877325342
0	-1	858815	1	1	26	.508149528124703
1	-1	858819	1	1	28	.415912432106317
2	-1	858816	2	2	24	.919113405536687
-2	-2	858820	1	2	23	.876194978826898
-1	-2	858818	1	1	26	.675831390563219
0	-2	858801	1	1	27	.837718422755081
1	-2	858823	1	1	23	.578021884838404
2	-2	858817	1	1	24	2.03939912464989
