-2	3	383262	2	1	4	-1.12938365911915
-1	3	383165	2	5	16	-.732175803288181
0	3	383229	1	1	11	-.321613874441213
1	3	383211	1	1	20	-.293211585769844
2	3	383226	1	1	18	-.319171161245719
-2	2	383222	1	1	21	-.225723742970124
-1	2	383187	2	1	13	.132555772123971
0	2	383235	1	5	27	-.371845312681006
1	2	383155	1	2	24	-.091185258637511
2	2	383161	1	1	26	.245124135007237
-2	1	383135	1	1	14	.309764338430071
-1	1	383141	1	1	24	.396694180678621
0	1	383193	1	2	24	.293312265247378
1	1	383147	2	1	25	.42202999513726
2	1	383239	1	1	25	.347072805193947
-2	0	383257	1	1	23	.372169468622871
-1	0	383245	1	1	28	1.14170637359844
0	0	383136	1	1	27	1.28687617667102
1	0	383181	1	2	30	1.1433620393832
2	0	383266	4	3	35	1.22358893285686
-2	-1	383217	1	1	29	1.05443627493433
-1	-1	383176	1	1	40	1.08564720527547
0	-1	383267	1	1	38	.820680963828445
1	-1	383252	1	1	27	1.36676281372912
2	-1	383202	2	3	38	1.78446719015547
-2	-2	383168	1	1	33	1.46095828170834
-1	-2	383208	2	4	29	1.52751930685253
0	-2	383149	1	1	32	1.90283038328539
1	-2	383268	1	1	41	1.67073073796427
2	-2	383249	1	1	34	2.26168938653556
