start_maths,student_id,class_id,N_in_class,Ability,Inattentiveness,hyper_impulsive,Deprivation,end_maths
15,36190,676,16,0.28438,1,1,5,35
25,1087,676,16,0.94089,1,1,5,41
18,41885,676,16,-0.47416,4,4,5,40
19,29773,636,16,0.19088,2,2,2,43
28,24192,636,16,0.69247,1,1,1,46
29,14015,636,16,1.12313,1,1,3,51
9,32716,636,16,-1.29367,3,1,2,30
24,26927,636,16,-0.47598,1,1,1,51
12,9185,636,16,-1.39474,4,3,2,29
24,43762,636,16,0.57753,1,1,1,54
27,642,636,16,-0.22318,1,1,3,52
29,19299,636,16,2.77143,1,1,2,60
34,31465,636,16,1.22784,1,1,1,57
27,12349,636,16,0.51783,1,1,4,51
27,14179,636,16,0.54297,1,1,4,41
24,44333,636,16,0.52995,2,1,3,44
34,45535,636,16,0.98884,1,1,2,55
25,26144,636,16,0.06066,2,1,2,46
31,16392,636,16,-0.18636,1,1,3,51
14,26920,36,16,-0.61965,1,1,5,36
23,33180,36,16,-0.34083,1,1,4,39
16,5368,36,16,-0.53879,1,1,5,40
24,31590,36,16,-0.04398,1,1,4,46
26,27823,36,16,0.99524,1,1,4,46
5,14564,36,16,-1.81817,1,1,3,19
23,10792,36,16,0.52239,1,1,5,39
19,1904,36,16,0.05706,1,1,4,45
9,47168,36,16,-0.83923,1,1,3,31
6,1784,36,16,-1.31209,1,1,5,20
21,11227,36,16,0.10196,1,1,4,37
2,9274,36,16,-1.0372,1,1,5,40
26,25554,36,16,0.168,1,1,5,48
7,31846,36,16,-0.6811,1,1,3,23
9,28313,36,16,-1.07902,1,1,4,25
22,46191,36,16,0.3288,1,1,4,42
21,31152,1408,16,0.29147,1,1,1,51
21,33327,1408,16,0.36959,1,1,5,34
27,3375,1408,16,1.00281,1,2,1,49
9,43415,1408,16,-1.41046,1,1,4,26
25,14657,1408,16,0.62106,1,2,4,50
28,29501,1408,16,0.80115,1,1,4,47
26,38793,1408,16,0.53889,1,1,5,53
12,4234,1408,16,-0.6924,2,3,5,37
16,38777,1408,16,-0.68614,1,2,4,43
21,33244,1408,16,0.66158,1,1,1,46
24,45077,1408,16,1.32936,1,1,5,39
22,7559,1408,16,0.37367,1,4,4,46
37,21965,1408,16,1.8318,1,1,1,54
20,7716,1408,16,-0.37627,1,3,4,46
22,46388,1408,16,-0.41491,1,1,2,47
21,29110,1408,16,0.40015,1,1,4,49
5,1440,1253,16,-1.87386,1,1,5,31
16,25288,1253,16,-0.70316,2,3,5,30
5,19550,1253,16,-1.49214,4,2,5,17
26,25142,1253,16,1.12094,1,1,5,52
26,14036,1253,16,1.22962,1,2,5,58
10,30301,1253,16,-0.43371,4,2,5,14
19,13275,1253,16,-0.77097,2,4,5,36
9,11483,1253,16,-0.92277,4,2,5,11
25,43951,1253,16,1.23096,1,1,5,30
29,43228,1253,16,0.72169,1,1,5,40
26,24874,1253,16,0.98442,1,1,5,34
21,25269,1253,16,0.66158,1,1,5,25
22,15355,1253,16,-0.01966,1,2,5,27
26,3021,1253,16,1.15149,1,1,5,36
29,35031,1253,16,0.96147,1,1,5,42
29,80,1253,16,1.09529,1,1,5,52
18,5651,1205,16,-0.17868,1,1,4,48
35,11396,1205,16,1.97912,1,1,4,52
26,32345,1205,16,0.83088,1,1,4,51
22,15949,1205,16,0.05846,1,1,4,32
21,47100,1205,16,0.53667,1,1,4,47
7,44561,1205,16,-0.9901,1,1,4,33
25,41398,1205,16,-0.24294,2,1,4,40
18,20644,1205,16,-0.30168,2,4,3,42
3,35059,1205,16,-2.03015,4,1,4,10
25,9193,1205,16,0.72624,3,1,4,53
22,23787,1205,16,0.80838,1,1,3,49
15,17130,1205,16,-0.34795,3,3,5,35
28,10370,1205,16,2.07392,1,1,3,51
23,16431,1205,16,1.24445,3,3,3,47
16,6491,1205,16,-0.98161,1,1,4,42
17,33363,1205,16,0.03651,1,1,4,46
26,6079,2447,16,-0.23616,3,3,3,23
28,41476,2447,16,1.85928,2,1,3,34
27,14995,2447,16,1.32535,1,1,1,42
29,38568,2447,16,0.9166,1,1,1,35
19,37501,2447,16,0.50259,4,4,2,26
28,32999,2447,16,1.41375,2,2,3,35
28,948,2447,16,0.91523,4,3,1,35
35,31830,2447,16,1.77259,1,1,3,45
33,31818,2447,16,1.94233,2,2,3,45
35,19020,2447,16,1.98994,2,1,1,41
27,15310,2447,16,1.78519,2,1,2,47
32,30451,2447,16,2.21942,1,1,2,43
26,32251,2447,16,1.34912,4,3,2,43
14,34549,2447,16,-0.23523,2,1,2,23
17,27026,2447,16,0.26277,4,4,2,27
30,2340,2447,16,1.7928,3,2,2,46
31,6332,915,16,1.07289,3,3,3,45
17,26833,915,16,-0.79344,1,1,5,36
18,2998,915,16,-0.69693,1,1,1,34
12,22560,915,16,-0.8792,1,1,5,40
25,32808,915,16,-0.0372,1,1,1,43
27,30764,915,16,0.29777,1,1,2,42
25,36892,915,16,0.46752,1,1,1,41
28,24072,915,16,-0.19937,1,1,3,45
22,6797,915,16,-0.55143,2,1,4,46
22,45605,915,16,-0.01076,2,1,3,40
24,29734,915,16,-0.29459,1,1,1,40
27,44174,915,16,0.38131,1,1,1,43
21,14157,915,16,-0.51684,1,1,3,36
24,12888,915,16,0.17337,2,3,4,51
21,9294,915,16,-0.09104,1,1,1,47
18,17452,915,16,-0.47145,1,1,1,39
22,19471,1214,16,0.01709,1,1,4,43
29,29102,1214,16,1.37645,1,1,4,37
28,47116,1214,16,1.37779,1,1,5,43
8,12252,1214,16,-1.04984,2,1,5,24
11,28884,1214,16,-0.2231,1,1,5,37
10,12899,1214,16,-0.86571,1,3,4,31
16,23625,1214,16,-0.02867,1,1,4,37
5,21958,1214,16,-1.73734,2,1,4,28
21,8914,1214,16,-0.21595,1,2,4,49
26,32126,1214,16,1.0958,1,1,4,38
16,45249,1214,16,0.15543,1,1,3,40
28,3356,1214,16,0.87037,1,1,4,52
21,13282,1214,16,0.41368,1,1,4,43
28,13549,1214,16,1.72005,1,1,3,43
18,38715,1214,16,-0.09515,1,1,5,32
5,14348,1214,16,-1.19667,2,1,5,10
36,12897,1999,16,1.63552,1,1,2,56
17,42528,1999,16,-0.96052,2,1,3,37
24,14386,1999,16,-0.3646,2,1,3,43
34,16348,1999,16,1.26188,1,1,1,53
31,8171,1999,16,0.48543,1,1,1,50
20,1562,1999,16,-0.72474,1,1,2,45
27,1708,1999,16,-0.17019,1,1,1,49
26,13496,1999,16,0.24341,1,1,1,49
23,38566,1999,16,0.18553,1,1,3,52
28,35150,1999,16,0.55865,2,1,1,52
28,43379,1999,16,0.72032,1,1,2,47
27,36051,1999,16,0.65976,1,1,3,48
29,29947,1999,16,0.77196,1,1,3,54
19,35944,1999,16,-0.10189,1,1,3,48
21,20178,1999,16,-0.48087,2,1,3,44
27,35427,1999,16,0.20882,1,1,3,51
16,29882,2591,16,-1.14327,3,5,4,38
18,34492,2591,16,-0.96997,1,4,4,43
16,2164,2591,16,-1.20167,4,1,5,27
24,26813,2591,16,-0.34216,1,1,1,45
13,22993,2591,16,-1.2901,1,1,1,39
7,6622,2591,16,-1.61161,1,1,4,33
10,27676,2591,16,-0.9214,2,1,4,35
18,12388,2591,16,-0.01702,1,1,5,43
11,21709,2591,16,-0.93085,1,1,4,35
31,40305,2591,16,0.37946,2,3,5,50
21,3739,2591,16,-0.57523,4,5,4,35
15,30079,2591,16,-0.57342,1,1,1,41
12,8648,2591,16,-1.39744,4,1,4,31
5,46896,2591,16,-1.93497,3,3,5,32
6,43040,2591,16,-1.5016,5,5,1,32
10,29338,2591,16,-0.90167,1,1,4,24
8,20541,2372,16,-0.89708,1,1,5,42
17,11000,2372,16,-1.01621,1,1,4,40
33,11826,2372,16,1.28757,1,1,5,58
26,14949,2372,16,0.27938,1,1,4,42
30,23834,2372,16,-0.12663,1,1,5,48
17,24759,2372,16,-0.46741,1,1,5,40
32,3654,2372,16,1.74063,1,1,4,61
7,39448,2372,16,0,1,1,2,33
5,23561,2372,16,-1.5227,1,1,5,30
24,38172,2372,16,0.72487,1,1,5,48
27,26399,2372,16,1.47348,1,1,3,54
28,36927,2372,16,0.32699,1,1,4,59
7,43898,2372,16,-1.32154,1,1,3,34
21,41507,2372,16,-0.23838,1,1,5,43
24,44773,2372,16,0.70785,1,1,5,53
12,20669,2372,16,-1.06871,1,1,5,44
36,41672,2512,16,1.85828,5,2,3,56
33,31439,2512,16,1.05669,1,1,1,56
25,5164,2512,16,0.43967,1,2,2,61
24,24228,2512,16,0.56051,1,1,3,54
11,29805,2512,16,-1.03953,4,3,3,41
29,35429,2512,16,0.79981,1,1,5,57
24,24812,2512,16,-0.04668,1,1,2,50
16,21131,2512,16,0,1,1,4,38
25,10473,2512,16,-0.2178,1,1,5,49
10,40087,2512,16,-0.75974,3,1,4,35
30,43158,2512,16,0.98798,1,1,3,57
25,15349,2512,16,0.71813,5,2,3,53
15,31202,2512,16,-0.24739,5,3,5,37
18,23120,2512,16,0.01353,1,1,5,48
19,33509,2512,16,-0.02106,1,1,4,42
24,38343,2512,16,0.09254,1,1,5,51
13,38595,2872,16,-0.99192,2,1,5,19
26,287,2872,16,0.73111,1,1,5,42
20,15013,2872,16,-1.00319,1,1,4,41
25,20823,2872,16,0.11635,1,1,4,49
33,23773,2872,16,0.96774,1,1,1,56
24,25795,2872,16,-0.26133,1,1,5,43
13,13030,2872,16,-0.69915,1,1,5,37
10,9406,2872,16,-1.19715,2,1,5,42
7,14501,2872,16,-1.39696,1,1,5,31
21,44535,2872,16,-0.24921,1,1,2,44
22,24845,2872,16,-0.2838,1,1,5,42
22,41826,2872,16,0.04494,2,1,1,49
18,40523,2872,16,-0.76964,1,1,4,49
37,29678,2872,16,1.13296,1,1,4,58
37,45705,2872,16,1.5255,1,1,2,62
20,7506,2872,16,0.52098,1,1,4,46
13,20903,628,16,-0.6075,1,1,2,32
6,7482,628,16,-2.04769,1,1,4,33
18,41135,628,16,-0.64123,1,2,1,30
23,13440,628,16,0.69025,1,1,1,41
26,32056,628,16,1.31316,1,1,2,44
24,47102,628,16,0.19851,1,1,1,36
10,1233,628,16,-1.30041,1,1,1,30
27,34256,628,16,1.69354,1,1,1,46
22,31761,628,16,-0.46248,2,1,2,35
20,3367,628,16,-0.5128,2,1,3,34
28,30710,628,16,1.31048,1,1,2,55
10,896,628,16,-1.08306,1,1,1,33
24,16195,628,16,1.41019,1,1,1,58
26,8769,628,16,0.7284,1,1,2,49
14,6765,628,16,0.16893,1,1,5,43
22,7395,628,16,0.09792,1,1,2,51
19,3093,1284,16,-0.48361,1,1,5,42
3,2928,1284,16,-2.27805,1,1,4,18
12,26018,1284,16,-1.02114,1,1,4,28
8,34064,1284,16,-1.78543,1,1,5,11
5,36855,1284,16,-1.52811,1,1,5,18
6,7258,1284,16,-1.39563,1,1,5,25
7,36827,1284,16,-1.65028,1,1,5,35
12,43641,1284,16,-1.31391,1,1,5,30
6,5695,1284,16,-1.7468,1,1,5,29
9,4936,1284,16,-1.05929,1,1,5,28
8,17168,1284,16,-1.86626,1,1,5,33
21,1396,1284,16,0.03466,1,1,5,40
19,41136,1284,16,-0.40008,1,1,5,32
13,19569,1284,16,-1.2201,1,1,5,37
21,11639,1284,16,0.53047,1,1,5,41
21,38521,1284,16,-0.13241,1,1,5,42
12,44476,1686,16,-0.2604,1,1,5,42
11,9980,1686,16,-1.44909,2,1,4,40
6,23484,1686,16,-1.88602,2,1,4,11
5,27735,1686,16,-1.68436,4,2,3,24
3,3053,1686,16,-1.75981,4,2,4,19
11,7400,1686,16,-1.31257,4,2,4,21
19,26360,1686,16,-0.72881,2,2,4,42
14,26657,1686,16,-0.61424,1,1,5,39
16,8515,1686,16,-1.3409,1,1,4,47
22,1389,1686,16,-0.08617,1,1,3,47
16,46971,1686,16,-0.32414,1,1,4,43
17,44962,1686,16,-0.38658,1,1,4,41
22,21833,1686,16,0.06388,1,1,4,39
19,40452,1686,16,-0.26085,1,1,5,44
14,38517,1686,16,-0.35281,2,1,5,40
8,38547,1686,16,-1.21691,4,2,5,32
13,42716,847,16,-1.08358,1,1,4,35
11,22481,847,16,-0.90571,1,1,2,34
29,15471,847,16,0.31212,1,1,3,51
7,47913,847,16,-1.59459,1,1,3,25
4,39117,847,16,-1.47108,1,1,4,29
8,26105,847,16,-1.52051,1,1,4,30
5,37299,847,16,-1.30805,1,1,5,26
23,47021,847,16,0.12714,1,1,5,43
24,35828,847,16,-0.1805,1,1,5,32
6,29457,847,16,-1.45402,1,1,5,31
0,38205,847,16,-2.50842,5,2,4,0
8,39481,847,16,-1.2726,1,1,4,27
4,20897,847,16,-1.71628,1,1,5,28
3,35359,847,16,-2.25021,1,1,5,32
6,12911,847,16,-1.50972,1,1,4,22
0,16218,847,16,-2.07642,1,1,4,9
15,2462,3,16,-0.91917,1,1,4,30
13,3448,3,16,-0.31202,1,1,5,31
14,34872,3,16,-0.04843,1,1,4,32
16,22462,3,16,0.54527,1,1,4,32
29,6580,3,16,1.16992,1,1,4,35
37,13308,3,16,1.94319,1,1,5,48
8,25656,3,16,-1.08039,1,1,4,12
21,33449,3,16,1.15198,1,1,4,31
25,21262,3,16,0.49807,2,1,1,33
23,36546,3,16,0.88516,2,1,4,31
13,29099,3,16,-0.12792,1,1,4,26
16,13844,3,16,-0.6053,1,1,4,27
19,25771,3,16,0.36877,1,1,3,30
23,42349,3,16,0.62836,2,1,1,34
6,37920,3,16,-1.28425,2,1,4,6
21,14114,3,16,-0.14053,1,1,3,34
23,25432,1366,16,0.1631,1,1,4,34
20,1241,1366,16,-0.23163,1,1,3,31
21,2936,1366,16,-0.15755,2,1,2,34
16,28989,1366,16,-0.43553,2,2,4,29
16,14959,1366,16,-0.49122,1,1,2,31
5,38282,1366,16,-1.79303,2,1,3,23
14,32054,1366,16,-1.13519,3,3,5,28
17,4980,1366,16,-0.98566,1,1,4,36
9,42132,1366,16,-1.32151,2,1,4,18
4,29921,1366,16,-2.06474,4,4,4,6
20,13731,1366,16,-0.43467,1,2,5,35
7,9542,1366,16,-1.26044,1,1,4,27
12,26041,1366,16,-1.01843,1,1,4,28
4,5665,1366,16,-1.7944,2,1,4,26
16,20008,1366,16,-0.98432,3,1,4,26
10,31340,1366,16,-1.50074,2,2,4,29
35,41533,1971,16,1.6001,1,4,4,49
9,36786,1971,16,-1.08443,1,1,5,42
16,8593,1971,16,-0.30442,1,1,3,34
13,37217,1971,16,-0.6686,1,1,5,38
6,22710,1971,16,-1.5016,1,1,5,12
17,11624,1971,16,-0.85454,3,1,5,26
14,31166,1971,16,-1.46122,5,5,5,28
22,6895,1971,16,-0.74094,2,1,5,45
24,18929,1971,16,0.33504,1,1,2,42
26,8813,1971,16,-0.65384,3,1,3,32
27,45289,1971,16,0.53485,1,1,5,47
25,39135,1971,16,0.66243,1,1,3,47
22,28812,1971,16,0.01709,1,1,4,46
26,36430,1971,16,0.95116,1,1,4,48
12,41903,1971,16,-1.15225,1,1,4,38
18,35006,1971,16,-0.52985,4,3,2,21
22,13829,2434,16,-0.28109,1,1,2,40
25,23313,2434,16,-0.35703,1,1,4,41
18,19403,2434,16,-0.90887,1,1,2,45
20,3390,2434,16,-0.50197,1,1,5,34
8,14680,2434,16,-1.13067,1,1,3,37
18,24304,2434,16,0.04138,1,1,4,37
30,15951,2434,16,1.46406,1,1,2,49
26,11516,2434,16,1.05984,1,1,4,42
18,29215,2434,16,0.01894,1,1,4,41
28,22251,2434,16,0.2129,1,1,4,46
14,26608,2434,16,-0.99326,1,1,4,29
5,5402,2434,16,-1.49756,1,1,5,35
25,31772,2434,16,0.05795,1,2,3,36
20,40935,2434,16,-0.55766,1,1,4,41
17,1338,2434,16,0.0984,1,1,5,37
17,47111,2434,16,-0.30575,2,1,3,36
28,7088,1073,16,1.49187,1,1,3,51
10,34243,1073,16,-0.84327,3,1,3,17
27,47136,1073,16,0.64894,1,1,3,33
23,27959,1073,16,0.5367,2,1,4,37
27,7845,1073,16,0.9974,1,1,3,44
15,20499,1073,16,-0.70453,1,1,3,41
22,26737,1073,16,1.09495,1,1,3,46
15,10613,1073,16,-0.23927,1,1,3,35
26,9535,1073,16,1.23233,1,1,5,36
17,4780,1073,16,0.19006,1,1,4,41
20,9625,1073,16,-0.16163,1,2,3,41
26,20620,1073,16,1.78112,1,1,3,53
24,12225,1073,16,0.58023,1,2,3,37
19,31735,1073,16,0.46933,1,1,3,49
26,4874,1073,16,1.10392,1,1,3,42
34,38590,1073,16,1.42895,1,1,3,59
0,18269,863,16,-2.48057,4,5,5,6
18,7687,863,16,-0.5577,1,2,5,41
16,4549,863,16,-0.49392,1,2,5,41
0,8103,863,16,-2.50842,4,1,5,8
7,45385,863,16,-1.7284,1,4,5,28
4,26454,863,16,-1.22859,3,1,5,25
19,36731,863,16,-0.59229,2,2,5,40
17,1076,863,16,-0.71802,3,1,5,25
0,31317,863,16,-2.48057,5,2,5,21
1,15962,863,16,-1.9188,4,1,5,24
15,35217,863,16,-0.95784,1,3,5,51
0,35722,863,16,-2.50842,5,1,5,20
18,40486,863,16,-0.72748,4,4,5,40
9,35135,863,16,-1.14012,1,1,3,26
21,9589,863,16,-0.52225,1,1,5,33
8,35675,863,16,-0.83248,1,1,5,34
10,8049,829,16,-1.11632,1,1,5,30
17,42505,829,16,-0.85725,1,2,4,31
0,23325,829,16,-1.96233,4,1,5,6
8,33998,829,16,-1.24746,3,3,5,20
22,16865,829,16,-0.16701,2,1,5,30
4,23633,829,16,-1.81684,4,2,5,16
8,19804,829,16,-1.18906,2,1,5,31
6,8881,829,16,-1.28425,4,1,5,21
24,6981,829,16,-0.02425,2,1,5,43
19,19333,829,16,-0.99915,3,3,5,43
4,6574,829,16,-2.17342,3,4,5,3
5,6783,829,16,-1.55325,3,1,5,19
24,27876,829,16,-0.02696,1,1,5,44
10,27381,829,16,-1.82407,2,3,4,26
21,45508,829,16,-0.7396,4,1,5,24
23,8419,829,16,0.12984,1,1,3,43
5,30104,2572,16,-1.36645,3,1,3,28
23,18007,2572,16,-0.2043,3,4,3,32
26,24659,2572,16,0.55242,2,1,2,50
20,7957,2572,16,-0.29815,3,5,5,38
19,45794,2572,16,-0.56986,2,3,3,43
10,45941,2572,16,-0.89896,2,4,3,33
9,21394,2572,16,-0.86167,4,3,5,29
27,31435,2572,16,1.69083,1,1,4,50
25,37871,2572,16,0.89332,3,2,5,45
28,44911,2572,16,0.62246,3,4,3,49
24,13358,2572,16,-0.10238,1,1,5,45
19,28947,2572,16,-0.34439,3,4,3,50
26,31407,2572,16,0.94226,1,1,1,50
17,1944,2572,16,-0.16111,4,1,3,43
22,21583,2572,16,0.0198,2,1,2,43
30,4164,2572,16,1.71197,1,2,4,42
19,25702,1584,16,0.41905,2,1,4,39
24,1710,1584,16,0.58294,1,1,3,46
20,40542,1584,16,-0.5766,1,1,4,40
21,40740,1584,16,0.33284,1,3,4,53
19,31107,1584,16,-0.31925,1,1,4,39
10,9782,1584,16,-0.48669,2,1,4,33
15,31517,1584,16,-0.54557,1,1,4,30
9,4358,1584,16,-1.02874,4,4,3,23
11,38887,1584,16,-0.87516,4,1,4,21
13,11740,1584,16,-0.01654,1,1,2,43
22,11329,1584,16,0.29284,1,1,4,33
14,44115,1584,16,-0.67535,2,1,5,26
25,7585,1584,16,0.60404,1,1,4,45
27,26261,1584,16,0.18639,1,1,4,53
23,42892,1584,16,0.28068,1,1,3,42
26,26249,1584,16,1.32127,1,1,4,48
15,1735,2288,16,-0.51502,1,1,4,35
9,39138,2288,16,-1.46074,2,1,4,36
23,23965,2288,16,-0.06778,2,1,4,38
5,18656,2288,16,-1.67895,3,1,4,16
23,38515,2288,16,0.83489,1,1,2,52
11,8567,2288,16,-1.32959,3,1,3,32
20,21838,2288,16,0.2228,2,1,4,55
12,46876,2288,16,-0.60345,2,2,2,46
10,30556,2288,16,-0.89896,1,1,4,27
17,36188,2288,16,-0.33089,1,1,3,39
19,3544,2288,16,-0.94346,1,1,4,42
21,32040,2288,16,-0.2465,2,2,4,47
24,45470,2288,16,-0.21105,2,2,4,33
20,15124,2288,16,-0.35384,1,2,4,37
18,9035,2288,16,0.37011,1,1,4,50
21,1696,2288,16,-0.48899,2,1,3,40
26,41362,1505,16,0.10689,1,1,4,47
26,47390,1505,16,0.68353,1,1,2,51
26,37114,1505,16,1.56106,1,1,1,52
27,24748,1505,16,1.55431,1,1,1,52
21,5625,1505,16,0.58345,1,1,1,41
23,32208,1505,16,1.00196,1,1,3,36
36,24792,1505,16,2.24812,1,1,2,58
13,7850,1505,16,-0.69103,3,3,2,25
39,18757,1505,16,2.22246,1,1,2,62
20,17910,1505,16,-0.10052,1,1,1,31
28,43332,1505,16,1.17667,2,1,1,40
23,19273,1505,16,0.61212,1,1,1,33
16,12194,1505,16,-0.2963,1,1,4,32
23,8838,1505,16,1.13577,1,1,4,48
24,44040,1505,16,1.02035,1,1,1,36
30,11741,1505,16,1.65627,1,1,2,52
26,31445,1043,16,0.95658,1,1,2,36
39,41992,1043,16,2.40036,1,1,2,48
33,18323,1043,16,1.85338,1,1,2,40
4,6279,1043,16,-1.2402,5,1,2,9
11,20280,1043,16,-0.81947,4,4,3,21
30,29851,1043,16,1.54219,1,1,3,28
27,169,1043,16,0.59054,1,2,3,32
23,24610,1043,16,0.31394,1,3,3,32
8,37971,1043,16,-1.45399,4,4,3,14
15,39896,1043,16,-0.59315,3,3,3,21
23,47354,1043,16,-0.25729,2,1,3,30
9,35704,1043,16,-1.62511,5,1,3,11
32,45349,1043,16,1.36703,1,4,3,36
25,4200,1043,16,0.16663,1,1,1,32
19,27234,1043,16,-0.75125,2,2,3,23
22,41977,1043,16,0.574,1,2,2,24
35,17829,2112,16,0.95965,5,3,4,50
21,12807,2112,16,-0.36329,2,1,4,44
25,26934,2112,16,0.30315,5,3,4,48
12,1641,2112,16,-0.79837,4,1,5,46
28,39533,2112,16,0.22992,5,4,5,47
28,21492,2112,16,0.53351,1,1,5,55
22,35791,2112,16,-0.16971,1,1,5,50
10,11836,2112,16,-0.81543,5,5,3,32
41,25470,2112,16,1.71045,3,1,2,60
25,33857,2112,16,0.05524,3,1,5,38
38,15180,2112,16,0.8056,1,1,1,56
11,43814,2112,16,-0.79704,3,1,4,34
16,24122,2112,16,-1.06244,5,2,5,41
25,2600,2112,16,0.37586,2,2,5,44
12,35580,2112,16,-1.45043,5,1,5,39
35,46429,2112,16,1.51115,1,2,2,58
26,26362,2995,16,0.17341,1,1,5,50
21,29399,2995,16,0.42258,1,1,5,47
10,13593,2995,16,-0.81813,1,1,5,34
8,22570,2995,16,-1.4594,1,1,2,27
8,43312,2995,16,-1.29774,1,1,2,20
21,21910,2995,16,-0.60037,1,1,5,45
13,38993,2995,16,-1.20927,2,2,3,32
2,41811,2995,16,-1.51057,1,1,3,31
20,34014,2995,16,0,1,1,2,52
17,13027,2995,16,-0.45039,1,1,5,43
21,33518,2995,16,-0.5501,1,1,3,40
18,37859,2995,16,0.09165,1,1,4,32
11,15836,2995,16,-0.79974,1,1,5,36
9,39193,2995,16,-0.56889,1,1,5,35
6,18277,2995,16,-1.37319,1,1,5,28
17,11012,2995,16,-1.10245,1,1,5,38
11,17628,2681,16,-0.41532,1,1,3,35
18,46206,2681,16,0.28657,1,1,3,30
26,7843,2681,16,1.31045,1,1,5,54
10,35728,2681,16,-0.68161,1,1,5,39
28,15481,2681,16,1.68409,1,1,4,50
23,4585,2681,16,0.36151,1,1,5,45
28,20219,2681,16,1.3832,1,1,5,46
17,13115,2681,16,-0.1468,3,3,1,33
21,10870,2681,16,-0.35247,1,1,4,40
16,41380,2681,16,-0.22358,1,1,5,44
5,2501,2681,16,-1.60353,1,1,4,9
10,11221,2681,16,-0.86841,1,1,4,26
16,22546,2681,16,-0.49122,1,1,5,34
17,47822,2681,16,-0.04083,1,1,5,25
6,20708,2681,16,-1.5016,1,1,5,23
4,44805,2681,16,-1.65247,3,4,3,19
7,44133,2902,16,-1.34668,3,1,4,18
14,37269,2902,16,-0.59181,4,4,5,29
18,3526,2902,16,0.01353,1,1,5,25
13,23330,2902,16,-0.78888,1,1,4,22
24,43972,2902,16,0.14282,3,1,1,30
21,25424,2902,16,0.59236,1,1,5,34
27,575,2902,16,1.33155,3,4,4,35
28,37740,2902,16,0.97093,4,1,5,33
21,47727,2902,16,-0.35518,2,1,3,29
24,16508,2902,16,0.68001,1,1,2,38
22,19557,2902,16,0.23985,1,1,4,33
36,1311,2902,16,2.32895,2,3,5,43
17,13808,2902,16,-0.62637,1,4,3,26
12,35701,2902,16,-0.90705,1,1,3,32
6,3036,2902,16,-1.49889,5,3,5,17
7,11993,2902,16,-0.96226,4,1,4,20
8,43378,2600,16,-0.2864,4,1,5,32
8,9382,2600,16,-1.13067,4,2,5,29
22,17095,2600,16,1.05899,1,4,5,46
11,42156,2600,16,-0.33449,1,2,5,41
21,6405,2600,16,0.46395,2,3,5,32
29,28156,2600,16,1.26236,1,1,5,37
21,43103,2600,16,0.13522,1,2,5,35
26,34973,2600,16,0.57486,3,1,5,34
21,46533,2600,16,-0.00401,2,1,5,29
3,18959,2600,16,-1.72655,3,1,5,13
14,36671,2600,16,-1.1379,4,1,5,16
12,15869,2600,16,-0.82081,2,1,5,9
24,44344,2600,16,1.01494,1,1,5,30
23,5590,2600,16,-0.11265,1,1,4,32
23,31404,2600,16,-0.09292,2,1,4,33
22,15084,2600,16,0.54616,1,1,5,34
16,2098,1143,16,-0.76155,1,1,5,37
30,21505,1143,16,0.22454,1,1,5,42
18,40762,1143,16,0.20304,1,1,3,28
43,24741,1143,16,2.59613,1,1,5,56
12,35382,1143,16,-1.34446,1,1,5,34
31,27233,1143,16,-0.00768,1,1,5,40
37,30713,1143,16,2.79287,1,1,5,50
24,1126,1143,16,-0.45354,1,1,4,43
13,24605,1143,16,-1.10872,4,4,3,27
27,24681,1143,16,1.44564,1,1,5,46
36,32493,1143,16,0.19217,1,1,3,52
13,38409,1143,16,-1.48502,3,2,5,35
27,22241,1143,16,-0.57976,1,1,5,35
26,36713,1143,16,-0.46163,4,2,4,31
43,9336,1143,16,2.67155,2,2,3,50
27,30775,1143,16,-0.06152,1,1,2,45
27,12904,2090,16,0.12799,1,1,3,37
20,17175,2090,16,-0.43467,1,1,3,40
17,10615,2090,16,-0.49796,4,1,5,38
22,37032,2090,16,-0.00805,2,3,3,44
21,25447,2090,16,0.21064,1,1,5,41
21,23194,2090,16,0.0014,1,2,5,42
19,28340,2090,16,-0.58958,1,1,5,34
23,45367,2090,16,-0.0148,1,2,2,34
27,12999,2090,16,-0.10909,2,1,5,54
21,3915,2090,16,-0.3049,3,1,4,39
28,41830,2090,16,0.15991,4,3,4,39
23,42361,2090,16,-0.45221,4,2,5,27
31,35771,2090,16,1.10615,2,1,5,40
29,25388,2090,16,0.83036,1,2,5,42
17,1063,2090,16,-1.12218,3,1,5,20
22,19867,2090,16,0.70511,1,1,5,52
8,2374,1292,16,-1.75488,3,2,5,19
26,22755,1292,16,0.26855,2,2,3,38
16,21002,1292,16,0.21112,3,1,5,27
29,24444,1292,16,0.37322,1,1,5,44
28,24119,1292,16,1.08231,1,1,5,39
9,4301,1292,16,-0.64972,4,1,5,21
20,26264,1292,16,-0.15622,1,1,5,33
18,1897,1292,16,0.01353,2,1,3,35
26,32067,1292,16,0.95387,2,1,3,39
22,4617,1292,16,0.07549,1,1,5,32
23,12650,1292,16,0.32206,1,1,5,30
19,26887,1292,16,-0.41981,1,1,5,23
25,19965,1292,16,0.49807,1,1,5,31
17,43734,1292,16,0.07326,1,1,5,24
8,8864,1292,16,-1.56537,1,1,5,6
8,11185,1292,16,-1.92195,4,1,5,16
19,7436,2185,16,-0.21328,1,1,4,47
6,29335,2185,16,-1.63541,2,1,4,25
19,36295,2185,16,-0.42792,1,1,3,49
