start_maths,student_id,class_id,N_in_class,Ability,Inattentiveness,hyper_impulsive,Deprivation,end_maths
29,1843,2566,12,2.2064,1,1,3,50
26,1343,2566,12,1.31586,2,2,3,51
21,31796,2566,12,-0.68121,2,2,3,40
18,34537,2566,12,-0.88102,5,4,3,36
23,21003,2566,12,0.64267,1,1,3,45
19,28700,2566,12,0.34634,2,1,3,42
15,46424,2566,12,0.30682,4,3,3,38
22,15625,2566,12,0.67456,1,2,3,46
18,17157,2566,12,-0.17598,4,2,3,38
30,1456,2566,12,1.59517,1,1,3,52
27,24046,2566,12,1.16447,3,2,3,43
26,25165,2566,12,1.12365,2,3,3,50
13,42860,1870,12,-1.27308,1,1,5,26
32,5923,1870,12,-0.22637,1,1,5,37
20,12198,1870,12,-0.31247,1,1,5,31
11,42836,1870,12,-1.34312,1,1,5,17
22,14310,1870,12,-0.69336,1,1,5,30
22,27238,1870,12,0.07008,1,1,5,30
13,10274,1870,12,-0.4234,1,1,5,31
35,38710,1870,12,1.73392,1,1,4,42
24,8687,1870,12,-0.45625,1,1,1,28
26,34198,1870,12,0.01794,1,1,3,28
19,31623,1870,12,-0.81235,1,1,3,22
23,17473,1870,12,-0.56359,1,1,3,25
13,8029,2431,12,-0.81324,2,3,3,43
8,9033,2431,12,-0.91602,1,1,2,44
23,12307,2431,12,0.64267,1,1,4,62
24,9729,2431,12,0.29907,1,1,3,59
19,14676,2431,12,-0.21328,1,1,2,56
7,7405,2431,12,-1.04579,1,1,3,42
0,3880,2431,12,-2.23267,1,1,4,40
8,5091,2431,12,-1.26719,2,2,3,42
11,35967,2431,12,-1.2039,1,1,3,47
25,4462,2431,12,0.7657,1,1,3,46
7,17993,2431,12,-1.26585,3,1,1,35
3,21060,2431,12,-1.27212,3,1,2,30
37,18453,2277,12,2.16054,2,4,5,52
12,46783,2277,12,-0.66726,1,1,5,24
15,34380,2277,12,-1.09166,1,1,4,30
11,9593,2277,12,-1.06737,1,1,5,38
27,32391,2277,12,-0.27616,1,1,4,43
18,45800,2277,12,-0.44632,1,1,5,45
31,386,2277,12,0.92825,1,1,4,57
4,31129,2277,12,-2.0369,2,2,5,28
8,2681,2277,12,-1.61836,4,1,4,28
34,10845,2277,12,0.7796,1,1,1,42
6,38350,2277,12,-1.85818,3,1,4,28
29,34286,2277,12,0.25102,1,1,4,62
24,20512,475,12,1.30422,2,1,4,42
28,43822,475,12,1.88983,1,1,3,48
22,38148,475,12,0.91085,1,1,1,44
21,11090,475,12,-0.07943,2,1,3,37
27,21790,475,12,1.31994,1,1,3,37
31,11550,475,12,1.39892,2,1,3,44
32,32940,475,12,1.75957,1,2,3,42
26,45347,475,12,1.37426,1,1,3,39
31,34061,475,12,2.27915,1,1,3,48
21,27209,475,12,0.00682,5,1,3,34
24,22770,475,12,1.49643,3,1,3,39
25,43183,475,12,1.57322,1,1,3,47
28,44021,1006,12,1.9374,1,1,3,52
26,28480,1006,12,2.11797,1,1,3,47
28,40085,1006,12,1.96795,1,1,3,53
27,45795,1006,12,1.58486,2,5,3,46
19,33212,1006,12,0.53044,5,5,3,43
40,35635,1006,12,2.85616,1,1,3,54
18,38145,1006,12,0.59829,5,3,3,42
24,40279,1006,12,0.66648,1,1,3,48
27,24569,1006,12,0.6822,1,1,3,45
24,37896,1006,12,1.57456,1,1,3,45
17,43674,1006,12,-0.30575,1,1,3,37
26,10264,1006,12,1.02309,1,1,3,45
31,26892,32,12,0.42973,1,1,2,54
20,37567,32,12,0.3423,1,1,1,49
22,26013,32,12,-0.06374,3,3,3,42
30,37466,32,12,0.55328,2,2,1,45
28,13552,32,12,-0.11854,1,1,1,53
29,3033,32,12,0.28698,1,1,1,49
13,13529,32,12,-1.40149,2,2,1,33
15,46536,32,12,-0.96055,1,1,2,42
30,39231,32,12,0.29996,2,1,1,45
20,33753,32,12,-0.48495,2,1,1,45
25,43075,32,12,0.26989,2,2,1,47
31,35104,32,12,0.37675,2,1,2,52
17,5968,702,12,-0.1468,2,2,3,32
12,20570,702,12,-0.34394,1,1,5,37
16,7600,702,12,-0.52177,4,1,4,34
36,43768,702,12,1.08672,1,1,5,55
32,22107,702,12,0.04668,2,3,2,46
33,32012,702,12,1.15725,3,1,2,46
17,21166,702,12,-0.25277,1,1,4,31
25,15196,702,12,0.11093,2,2,3,46
13,3829,702,12,-0.12792,1,1,4,39
28,9245,702,12,0.86766,1,1,1,35
13,32057,702,12,-0.20334,1,1,2,43
35,18787,702,12,1.00723,1,1,5,50
18,10843,2393,12,-0.21465,1,1,5,33
22,15567,2393,12,-0.08617,1,1,5,41
23,39012,2393,12,1.05494,1,1,4,46
23,2194,2393,12,0.88787,1,1,5,47
21,19771,2393,12,0.48368,1,1,5,37
11,39925,2393,12,-0.88869,2,1,5,31
7,47187,2393,12,-1.23801,1,2,5,33
18,45318,2393,12,-0.11758,1,1,5,41
8,43989,2393,12,-1.41183,1,1,5,27
7,35694,2393,12,-1.36912,2,1,5,17
7,20097,2393,12,-1.28829,1,2,5,25
20,10280,2393,12,0.0971,1,1,5,36
30,29515,799,12,1.25561,1,1,3,54
28,24070,799,12,1.74519,1,1,4,38
37,36200,799,12,2.40844,1,1,5,59
21,20701,799,12,0.78728,1,1,1,35
24,21582,799,12,0.14282,4,3,3,42
14,16832,799,12,-0.72833,4,5,5,40
22,42356,799,12,0.40152,1,1,3,38
21,20183,799,12,0.16577,1,1,5,40
15,12854,799,12,-1.03326,2,1,3,30
11,35026,799,12,-1.19848,2,1,3,37
22,28397,799,12,0.34041,2,2,4,31
17,31344,799,12,-0.68477,3,1,5,31
13,29802,2020,12,-0.69374,1,1,4,41
18,35532,2020,12,0.17249,1,1,2,31
15,2394,2020,12,-0.67939,1,1,4,39
27,3738,2020,12,-0.01124,1,1,3,43
30,20378,2020,12,0.6287,1,1,5,48
9,4509,2020,12,-1.08984,1,1,4,24
12,9135,2020,12,-0.634,1,1,4,42
10,19185,2020,12,-1.4729,4,4,3,41
10,11733,2020,12,-0.57294,1,1,5,38
28,8938,2020,12,-0.12666,1,1,2,43
11,21246,2020,12,-0.85002,1,1,5,34
9,31870,2020,12,-1.21825,4,2,4,19
15,22540,958,12,-0.70453,1,1,5,26
5,19605,958,12,-1.22181,1,1,5,28
17,37123,958,12,-0.79885,5,2,3,31
0,6420,958,12,-2.50842,1,1,5,0
6,11835,958,12,-1.58243,1,1,5,14
14,31680,958,12,-0.37446,1,1,5,36
15,3716,958,12,-0.40634,1,1,5,31
5,19353,958,12,-1.25236,1,1,3,31
15,21553,958,12,-0.94702,2,2,4,37
4,18844,958,12,-2.03419,3,2,3,14
13,24355,958,12,-0.4234,2,1,2,37
14,27859,958,12,-0.23252,1,1,3,39
20,23784,1220,12,-0.21732,1,1,5,49
34,13392,1220,12,1.04994,1,2,3,59
11,1959,1220,12,-1.50208,2,1,3,47
25,35911,1220,12,0.13878,1,1,2,49
36,20310,1220,12,1.62661,1,1,4,55
36,15100,1220,12,2.08104,1,1,2,60
10,33066,1220,12,-1.82677,4,4,3,39
22,22290,1220,12,0.01089,2,1,3,48
25,43455,1220,12,0.79354,1,1,3,48
33,38135,1220,12,0.66144,2,2,4,54
21,47598,1220,12,-0.40004,1,1,3,52
29,21157,1220,12,0.33455,1,1,2,51
28,1513,1820,12,0.18776,2,2,3,46
29,1945,1820,12,0.25372,1,1,3,54
32,15552,1820,12,1.59521,1,1,1,58
16,25429,1820,12,-0.70857,1,1,3,46
24,39330,1820,12,0.0674,1,1,3,51
18,23872,1820,12,-0.63582,1,1,1,44
21,15295,1820,12,-0.51413,1,1,1,49
27,28939,1820,12,-0.11991,1,1,1,47
25,33074,1820,12,-0.04802,1,1,1,49
11,33204,1820,12,-1.25418,1,2,3,43
17,5941,1820,12,-0.95781,1,1,1,49
33,28236,1820,12,0.47734,1,1,3,44
15,18096,2508,12,0.2403,1,1,5,37
15,15623,2508,12,-0.32822,1,1,4,37
20,282,2508,12,0.57397,1,1,5,45
7,8010,2508,12,-1.34668,1,1,5,21
18,15667,2508,12,-0.46334,1,3,5,45
21,5204,2508,12,-0.05158,1,1,5,40
25,28830,2508,12,-0.07587,1,1,5,43
25,15617,2508,12,0.54293,1,1,4,41
11,46345,2508,12,-0.79162,4,2,5,39
25,2424,2508,12,-0.29863,1,1,5,38
19,16308,2508,12,-0.01836,1,1,5,29
17,27778,2508,12,-0.3336,1,1,5,34
11,41624,1801,12,-1.33501,4,4,2,34
23,36312,1801,12,-0.50249,1,1,1,45
20,37618,1801,12,-0.48495,2,1,1,47
15,39618,1801,12,-1.02785,1,1,1,40
27,5005,1801,12,-0.0534,2,3,1,46
19,21286,1801,12,-0.4782,2,1,2,39
13,24621,1801,12,-1.18413,3,1,4,36
16,46855,1801,12,-1.0373,1,1,3,32
25,12949,1801,12,0.64,1,1,2,51
14,47341,1801,12,-0.97082,1,1,1,39
15,42538,1801,12,-0.8105,4,4,5,38
7,31950,1801,12,-1.44995,3,5,5,34
30,14528,496,12,1.17208,1,1,2,48
21,47319,496,12,0.21064,3,1,3,46
14,47400,496,12,-0.45529,1,1,2,39
22,46370,496,12,0.4545,1,5,2,49
15,32394,496,12,-0.59856,3,2,2,38
12,37519,496,12,-0.61157,4,3,3,39
13,23372,496,12,-0.54019,1,1,2,42
12,16072,496,12,-0.44991,2,1,1,41
30,19404,496,12,0.35565,4,1,1,50
17,29493,496,12,-0.41443,2,1,2,42
31,10265,496,12,0.64709,1,2,3,54
7,45620,496,12,-1.46077,3,3,4,39
21,12635,2850,12,0.19362,1,1,2,22
24,7829,2850,12,1.07255,1,1,5,45
25,35299,2850,12,0.96603,1,1,5,33
31,42454,2850,12,1.84174,2,2,1,47
19,37992,2850,12,-0.3587,1,1,5,30
22,17951,2850,12,-0.69066,2,2,5,32
22,12239,2850,12,0.574,1,1,2,34
25,6122,2850,12,-0.67764,2,1,2,27
19,24999,2850,12,0.52773,2,2,5,35
28,44755,2850,12,2.07392,1,1,2,41
24,9112,2850,12,0.52995,1,1,2,32
25,39938,2850,12,0.91846,1,1,4,29
28,9335,1047,12,1.18828,1,1,5,37
20,41634,1047,12,0,5,4,5,7
0,27855,1047,12,-2.50842,3,2,4,22
27,25301,1047,12,1.12231,1,1,4,35
22,41640,1047,12,0.59373,1,1,5,35
23,34119,1047,12,0.76488,3,3,1,35
23,22831,1047,12,0.966,3,1,5,35
33,5579,1047,12,2.10129,2,1,5,44
25,17275,1047,12,1.072,1,1,4,33
0,43297,1047,12,-2.50842,5,5,2,18
28,44159,1047,12,1.60055,3,1,5,34
16,13933,1047,12,-0.44364,5,5,5,33
26,30327,3015,12,0.46347,1,1,5,48
29,22659,3015,12,1.60463,2,3,3,49
23,25534,3015,12,-0.34083,3,3,3,42
25,14833,3015,12,0.73244,2,3,5,44
33,23229,3015,12,2.12643,1,2,5,53
16,34699,3015,12,-0.51906,3,1,5,33
25,29725,3015,12,1.04686,1,1,5,50
23,10892,3015,12,0.94356,1,1,5,50
25,42611,3015,12,0.73515,2,1,5,47
23,16180,3015,12,0.94627,3,1,4,40
26,18640,3015,12,1.20448,2,1,5,47
20,1721,3015,12,-0.24516,3,1,3,28
24,7371,769,12,1.9087,1,1,3,49
35,3477,769,12,2.22973,1,1,3,47
26,15737,769,12,1.341,1,1,3,47
21,23654,769,12,0.10737,2,1,3,40
26,27246,769,12,0.95658,1,1,3,38
28,39436,769,12,1.21883,2,2,3,42
25,12147,769,12,-0.02018,2,1,1,41
27,29507,769,12,1.47619,1,1,1,40
27,20157,769,12,1.09176,2,1,3,47
37,14478,769,12,2.16595,1,1,3,50
25,11121,769,12,0.85194,1,1,3,47
27,36404,769,12,1.39806,1,2,3,37
5,7671,46,12,-1.69247,4,2,4,7
25,33224,46,12,0.00496,1,1,4,48
8,39596,46,12,-0.91061,1,1,3,26
5,43055,46,12,-1.17423,1,1,5,29
13,30357,46,12,-0.66319,1,1,3,30
13,15264,46,12,-0.63534,1,1,2,44
22,10858,46,12,-0.33408,2,1,1,37
11,28347,46,12,-0.85002,1,1,4,34
7,38901,46,12,-1.20475,1,1,4,24
8,10900,46,12,-1.08039,3,5,4,14
20,41494,46,12,0.06384,1,1,1,27
28,21067,46,12,-0.01798,1,1,1,45
19,25045,2743,12,-0.42792,2,1,5,37
14,18117,2743,12,-1.34984,1,1,1,45
9,29336,2743,12,-1.54698,2,2,5,20
12,22765,2743,12,-0.99059,1,1,3,35
14,11728,2743,12,-0.75618,4,3,3,31
9,37442,2743,12,-0.89222,3,2,4,34
6,26801,2743,12,-1.5016,2,1,3,30
11,5138,2743,12,-0.73593,1,1,3,34
22,21222,2743,12,0.05035,1,1,5,40
20,18713,2743,12,-0.40683,1,1,5,30
11,40367,2743,12,-0.98654,1,1,3,33
25,46551,2743,12,1.21123,1,1,4,50
18,22889,3034,12,-0.23167,3,1,5,22
15,17955,3034,12,-1.16978,4,3,5,24
16,9315,3034,12,-0.63044,5,3,5,16
7,32120,3034,12,-1.12392,3,3,5,12
12,13668,3034,12,-1.41988,5,4,5,16
8,26566,3034,12,-1.23393,5,3,4,11
11,8275,3034,12,-0.3399,5,5,3,14
25,3968,3034,12,0.48724,3,1,3,32
23,9467,3034,12,0.28609,2,2,5,33
16,7277,3034,12,-0.87564,3,1,5,27
18,2240,3034,12,-0.76964,1,1,3,21
11,3589,3034,12,-0.98654,2,2,5,16
28,34040,1792,12,1.41375,1,1,3,47
24,30397,1792,12,0.24609,3,1,5,37
37,587,1792,12,2.08241,1,1,2,51
8,11780,1792,12,-1.64891,2,1,3,33
13,39706,1792,12,-0.45395,3,2,5,28
27,10735,1792,12,-0.05881,1,1,5,43
12,43320,1792,12,-0.06819,2,1,3,30
23,34357,1792,12,0.66781,1,1,5,40
20,47499,1792,12,-0.8891,1,1,4,28
24,23757,1792,12,0.63592,1,1,5,46
11,45335,1792,12,-1.49937,3,1,5,25
27,1759,1792,12,0.83303,1,1,3,44
0,32854,2127,12,-2.18239,4,2,1,7
29,24176,2127,12,1.25075,1,1,1,52
12,33695,2127,12,-1.18009,3,1,1,26
26,28425,2127,12,0.44645,1,1,1,47
16,19963,2127,12,-0.3574,1,2,1,31
17,6792,2127,12,0.10923,1,1,1,32
24,14812,2127,12,0.66106,1,1,1,48
19,8456,2127,12,0.01219,1,1,1,35
39,41773,2127,12,2.47848,1,1,1,62
21,38209,2127,12,0.2439,2,1,1,34
26,37428,2127,12,1.02309,1,1,1,53
21,16017,2127,12,0.60589,1,1,1,44
27,9106,2487,12,1.85791,1,1,2,33
16,29488,2487,12,-0.46878,1,1,3,41
23,801,2487,12,0.36692,1,1,3,40
30,40989,2487,12,2.19966,1,1,3,42
10,22858,2487,12,-1.30312,4,4,2,39
12,8973,2487,12,-0.5056,3,1,2,34
7,11825,2487,12,-0.98469,1,1,5,38
5,28376,2487,12,-1.57839,2,1,2,31
7,4519,2487,12,-1.02066,4,3,2,35
10,4910,2487,12,-1.38395,4,2,3,32
25,21569,2487,12,0.95521,1,1,1,50
27,442,2487,12,1.58216,1,1,2,51
21,6056,1406,12,-0.22407,1,1,4,31
15,12853,1406,12,-0.46204,2,4,4,34
27,43544,1406,12,0.67137,1,3,2,48
15,47286,1406,12,-0.59044,1,1,4,35
12,20643,1406,12,-1.06871,1,1,5,16
16,13727,1406,12,-0.5442,1,1,4,18
18,9659,1406,12,0.36199,1,1,4,28
6,40436,1406,12,-0.77141,1,1,4,14
17,29925,1406,12,-0.79615,2,1,3,18
9,39053,1406,12,-0.61917,1,1,2,22
18,4688,1406,12,-0.09785,2,1,3,34
25,5430,1406,12,0.23585,1,1,3,41
6,18014,2764,12,-1.0112,2,1,1,42
19,43655,2764,12,-0.99915,3,1,3,38
17,2592,2764,12,-1.0719,2,1,5,38
26,7021,2764,12,0.18772,1,1,3,48
28,29390,2764,12,-0.09611,1,3,1,53
34,32449,2764,12,0.87126,1,1,4,55
11,35067,2764,12,-1.03682,1,1,5,38
28,35345,2764,12,0.67274,1,1,4,47
21,24371,2764,12,-0.3049,1,1,3,42
29,40521,2764,12,0.71357,1,1,3,46
14,35470,2764,12,-0.61965,1,1,4,42
24,7446,2764,12,0.36288,1,1,5,43
12,8941,2937,12,-1.37231,2,1,3,20
5,32787,2937,12,-1.65651,4,2,3,28
18,3538,2937,12,-0.66637,1,1,2,27
20,11863,2937,12,0.345,1,1,4,35
18,19568,2937,12,0.26143,1,1,5,45
13,40850,2937,12,-0.84999,1,1,3,29
18,21577,2937,12,-0.42118,1,1,2,40
24,26954,2937,12,0.46885,1,1,4,45
27,22991,2937,12,1.67381,1,1,4,48
29,46570,2937,12,1.41241,1,1,2,50
25,3044,2937,12,1.35046,1,1,2,42
22,21046,2937,12,-0.52629,1,1,5,39
18,18704,2738,12,-0.10056,1,1,5,45
20,15987,2738,12,0.13114,1,1,5,57
14,772,2738,12,-1.10464,1,1,5,38
14,45178,2738,12,-0.34932,1,1,5,57
20,10895,2738,12,-0.49036,1,1,5,58
24,28458,2738,12,0.27664,1,1,5,43
21,1453,2738,12,-0.21865,1,1,5,62
24,44251,2738,12,0.17337,1,1,5,62
24,30163,2738,12,-0.15807,1,1,5,62
18,44785,2738,12,-0.26493,1,1,4,33
10,25488,2738,12,-1.43964,1,1,5,30
15,25971,2738,12,-0.98028,1,1,5,36
19,2531,2820,12,-0.17731,1,1,5,40
10,4568,2820,12,-1.44235,4,1,5,19
20,34799,2820,12,-0.59363,3,1,4,42
24,9857,2820,12,0.36018,1,1,4,45
30,11548,2820,12,0.57842,1,1,5,56
16,13678,2820,12,-0.38795,2,3,4,36
26,40949,2820,12,0.48861,3,1,4,44
30,8900,2820,12,0.73737,3,1,4,44
15,35101,2820,12,-0.32551,1,1,4,41
12,36021,2820,12,-1.17468,2,1,4,35
32,47522,2820,12,0.89636,1,1,4,51
27,24923,2820,12,0.20612,2,1,1,50
16,17862,721,12,0.11868,2,2,2,42
21,38029,721,12,0.22417,1,1,2,38
20,130,721,12,1.18386,2,3,5,45
19,6985,721,12,-0.37494,3,1,4,31
4,30452,721,12,-0.97527,2,1,2,26
18,26200,721,12,0.15546,1,1,1,41
27,9911,721,12,1.6073,1,1,4,52
28,31355,721,12,1.52242,1,1,4,54
23,34586,721,12,0.75135,2,2,2,31
2,2662,721,12,-2.02069,5,3,2,11
7,29421,721,12,-1.36912,4,2,5,15
18,18944,721,12,0.09436,5,5,5,37
23,32184,1306,12,-0.26,1,1,5,49
22,27793,1306,12,-0.41491,3,1,5,47
13,37702,1306,12,-0.72158,2,1,5,38
17,13676,1306,12,-0.09652,1,1,5,45
10,3350,1306,12,-0.81813,1,1,5,25
27,33957,1306,12,0.16666,1,1,3,48
14,22484,1306,12,-0.70319,2,1,4,32
20,37387,1306,12,-0.10052,1,1,5,40
29,18675,1306,12,1.09529,1,3,4,51
13,11213,1306,12,-1.23712,3,4,2,27
22,409,1306,12,0.23174,1,1,5,40
25,9221,1306,12,-0.16752,3,2,5,45
13,40519,368,12,-0.88866,5,2,3,31
27,18125,368,12,0.869,4,2,1,42
29,30591,368,12,1.38998,2,2,1,50
22,40872,368,12,0.71593,1,1,1,35
21,45652,368,12,0.37771,1,2,1,42
14,15671,368,12,-0.72563,3,1,3,41
22,46207,368,12,0.35124,2,2,1,36
30,37660,368,12,1.49191,1,1,2,43
18,38719,368,12,-0.39333,3,4,1,33
21,41259,368,12,0.21335,1,1,2,36
25,19841,368,12,0.39751,3,2,1,34
27,45211,368,12,0.37319,1,1,2,46
27,2085,1916,12,0.86359,2,1,1,45
25,8008,1916,12,0.57078,2,1,2,38
25,26395,1916,12,0.79084,1,1,1,42
21,33549,1916,12,0.0598,2,2,3,40
17,35355,1916,12,-0.25547,2,1,3,50
16,2727,1916,12,0.18328,1,1,1,36
19,10348,1916,12,-0.53389,2,5,3,43
23,13774,1916,12,-0.09563,1,1,1,40
14,44181,1916,12,-0.07357,3,4,2,30
23,39368,1916,12,0.69566,3,1,2,39
20,42915,1916,12,-0.21461,1,1,1,48
12,25133,1916,12,-0.6897,3,3,4,40
28,28353,37,12,0.70871,1,1,4,48
22,35548,37,12,0.0198,1,1,1,49
23,39326,37,12,0.65969,1,1,3,46
15,22533,37,12,-0.35065,1,1,1,39
19,27911,37,12,-0.15217,1,1,1,33
27,19658,37,12,0.50971,1,1,4,47
17,31821,37,12,-0.11083,2,1,3,35
12,11875,37,12,-0.14902,1,1,1,29
8,27117,37,12,-1.29774,4,1,1,17
14,4846,37,12,-0.72563,1,1,1,32
19,44489,37,12,-0.17731,1,1,5,46
23,30712,37,12,0.72621,1,1,2,41
14,34415,563,12,-1.38039,5,2,2,48
6,13556,563,12,-1.9947,5,3,1,43
21,40283,563,12,-0.95425,4,1,3,57
24,6977,563,12,-0.21105,4,1,4,59
35,5484,563,12,0.0624,2,1,2,57
34,8630,563,12,0.96099,1,2,1,57
20,11087,563,12,-0.43467,3,2,4,50
32,10187,563,12,-0.00901,1,1,1,60
20,28336,563,12,-1.08673,1,1,1,60
27,7321,563,12,-0.6049,2,1,3,63
19,24554,563,12,-0.9686,2,1,2,48
21,45044,563,12,-0.127,2,1,2,48
29,6538,771,12,1.71871,1,1,3,57
14,45733,771,12,-0.86215,2,2,3,43
15,26591,771,12,-0.50149,1,2,3,41
24,31411,771,12,1.32665,1,1,3,53
18,25838,771,12,-0.41847,1,1,3,44
29,23700,771,12,0.81334,1,1,3,52
25,22350,771,12,-0.1567,1,1,1,60
30,31942,771,12,1.90688,1,1,3,53
23,47772,771,12,1.03251,1,2,4,49
19,40592,771,12,-0.39467,1,1,2,51
20,16954,771,12,0.45368,1,1,3,54
25,24078,771,12,1.6262,3,2,2,42
20,28988,2545,12,0.05573,1,1,2,31
24,34176,2545,12,-0.07724,1,1,2,41
16,14553,2545,12,-0.32956,1,1,2,33
21,12926,2545,12,0.87081,1,1,1,39
7,44861,2545,12,-1.04579,1,1,3,33
22,10897,2545,12,0.70511,1,1,3,38
11,38320,2545,12,-0.74676,1,1,3,29
6,33049,2545,12,-0.95551,1,1,1,26
15,27552,2545,12,-0.3785,1,1,2,31
13,45585,2545,12,-0.15847,1,1,2,34
13,407,2545,12,-0.58506,1,1,1,30
17,18653,2545,12,-0.49796,1,1,3,36
22,37683,1991,12,0.75268,1,1,1,58
18,23116,1991,12,0.72398,1,2,1,25
20,24142,1991,12,0.29822,1,1,1,57
24,32997,1991,12,0.63322,1,1,1,43
11,8602,1991,12,-0.33178,2,2,3,46
20,20180,1991,12,0.74645,1,1,3,56
28,43400,1991,12,1.46403,1,2,1,52
27,21515,1991,12,1.02525,1,2,1,48
27,22134,1991,12,1.49592,1,1,1,44
15,31586,1991,12,-0.3785,2,2,2,50
23,19024,1991,12,0.62024,1,1,3,44
26,36141,1991,12,1.13177,1,1,1,58
25,9669,2735,12,1.12769,2,2,3,47
12,5445,2735,12,-1.01572,3,1,3,28
21,42059,2735,12,0.29147,2,1,3,42
19,47280,2735,12,0.51961,3,3,3,39
19,44217,2735,12,0.1433,1,1,3,40
18,21700,2735,12,0.19763,1,1,3,40
17,37630,2735,12,-0.50067,2,1,3,35
13,10728,2735,12,-0.9165,4,1,1,26
14,30639,2735,12,-0.86215,5,2,4,23
24,20753,2735,12,-0.3673,1,1,3,49
28,19385,2735,12,0.68976,1,1,3,49
25,30376,2735,12,-0.32648,3,1,3,42
10,26461,1553,12,-1.33367,3,1,5,24
13,13970,1553,12,-1.10601,1,2,5,49
3,35238,1553,12,-1.54246,3,1,5,24
7,6484,1553,12,-1.07364,2,1,4,20
12,18819,1553,12,-1.39203,1,1,2,32
19,47401,1553,12,-0.39737,3,4,5,35
23,47447,1553,12,-0.22674,1,1,3,52
21,14172,1553,12,-0.38302,1,2,5,46
6,15504,1553,12,-1.63812,1,1,5,29
15,40459,1553,12,-1.00542,1,3,5,33
6,6851,1553,12,-1.25911,2,3,5,30
3,12439,1553,12,-1.89363,2,1,5,18
16,17356,516,12,-0.38254,1,1,5,36
21,34293,516,12,-0.07402,1,1,5,29
24,880,516,12,0.04226,1,1,5,46
24,23720,516,12,-0.44543,1,1,5,48
11,33777,516,12,-1.20119,1,1,5,39
21,19321,516,12,-0.22136,1,1,5,41
15,14146,516,12,-0.32281,1,1,4,36
19,24441,516,12,-0.07946,1,1,5,29
10,23070,516,12,-1.38124,1,1,5,32
17,43029,516,12,-0.84913,1,1,4,33
9,34838,516,12,-1.56941,4,3,5,22
8,30270,516,12,-1.05525,1,1,5,29
18,17922,1974,12,-0.4993,1,1,5,41
12,38902,1974,12,-0.28825,1,2,5,34
6,34081,1974,12,-1.6884,2,1,5,30
4,40681,1974,12,-1.19262,1,1,5,39
6,5070,1974,12,-1.44591,2,1,3,30
17,37746,1974,12,-0.19708,1,1,5,33
26,43827,1974,12,1.00415,1,1,3,42
21,1112,1974,12,-0.51954,1,1,4,37
18,44966,1974,12,0.35579,1,2,3,43
19,37474,1974,12,-0.23571,1,1,4,38
24,106,1974,12,0.22636,1,1,5,45
15,41275,1974,12,-0.54016,1,1,4,24
18,35374,1419,12,-0.63853,1,1,3,36
9,13954,1419,12,-1.43289,2,1,5,27
22,7419,1419,12,-0.04131,2,1,3,35
20,11237,1419,12,-0.03052,2,3,1,33
24,1898,1419,12,-0.69874,1,1,5,40
19,29807,1419,12,-0.58958,2,2,2,38
41,32044,1419,12,2.19195,1,1,5,53
28,28581,1419,12,0.61976,3,5,2,37
11,27054,1419,12,-1.27932,2,4,3,43
12,9173,1419,12,-1.1828,3,3,5,28
11,7129,1419,12,-1.12036,1,1,5,35
10,33498,1419,12,-0.70405,1,1,5,23
23,17982,2361,12,0.33908,1,1,3,46
47,33072,2361,12,2.07604,1,1,4,63
14,45013,2361,12,-0.56667,1,1,1,50
26,38989,2361,12,0.24341,1,1,5,45
39,26891,2361,12,2.47307,1,1,3,50
33,27867,2361,12,1.57493,1,1,3,52
13,1103,2361,12,-0.50694,1,1,5,37
22,47457,2361,12,0.39881,1,1,3,41
26,9021,2361,12,0.31883,1,1,2,44
25,18794,2361,12,-0.18995,1,1,3,39
29,2830,2361,12,0.43782,1,1,1,42
28,14141,2361,12,0.26047,1,1,4,48
19,27231,2835,12,-0.26085,1,1,1,37
21,39645,2835,12,-0.46385,4,4,1,38
37,20210,2835,12,1.2192,1,1,2,50
11,3690,2835,12,-1.03953,1,1,3,44
10,27871,2835,12,-0.92681,1,1,1,39
37,34939,2835,12,1.39169,1,1,1,51
34,24868,2835,12,1.18375,1,1,2,48
13,823,2835,12,-0.45125,1,1,3,22
22,27129,2835,12,-0.20297,4,1,3,40
12,14129,2835,12,-1.01843,1,1,4,38
25,20216,2835,12,1.05498,1,1,1,43
28,2405,2835,12,0.63678,1,1,1,47
20,35291,1665,12,0.13656,1,1,3,35
28,30683,1665,12,0.70329,1,1,3,31
38,20692,1665,12,1.49903,1,1,4,50
17,9440,1665,12,0.15409,1,1,3,16
20,28202,1665,12,-0.48766,5,1,2,33
30,20331,1665,12,0.76251,1,1,1,38
22,30705,1665,12,-0.14457,2,1,2,33
26,23947,1665,12,-0.37809,1,1,5,40
13,937,1665,12,-0.58236,1,1,4,32
39,24378,1665,12,2.1219,1,1,2,47
28,34646,1665,12,-0.11854,1,1,4,41
33,41477,1665,12,1.54438,1,1,1,48
34,30336,491,12,0.14457,1,1,3,44
14,18299,491,12,-0.66723,1,1,4,29
26,11361,491,12,0.48591,1,1,1,31
27,13983,491,12,0.42888,1,1,3,38
34,4265,491,12,1.89692,1,1,3,46
31,40134,491,12,1.875,1,1,1,41
36,5963,491,12,0.7634,1,1,1,37
39,31433,491,12,1.55958,1,1,4,40
32,25816,491,12,0.43381,1,1,3,41
35,3119,491,12,0.79258,1,1,2,40
46,2150,491,12,2.26418,1,1,2,46
23,33828,491,12,-0.36867,1,1,3,38
27,24854,1681,12,1.65138,1,1,3,43
