-2	3	897055	4	1	8	-1.10125673972101
-1	3	843001	4	1	13	-.158667163390727
0	3	843004	3	1	20	-.843821279941246
1	3	843003	3	2	16	-.114920903788559
2	3	843002	3	1	15	.0714741099695632
-2	2	842979	3	2	26	.0185414029153729
-1	2	842999	2	2	27	-.0508433773215112
0	2	843000	4	4	23	.281549272401566
1	2	434089	3	1	23	.283204938186324
2	2	843005	1	1	23	.433947150965329
-2	1	843007	3	1	22	.0655614438475729
-1	1	842987	1	1	22	.595531476981115
0	1	842996	1	1	25	.91790984635979
1	1	842998	3	1	26	.597187142765873
2	1	843006	3	3	27	.803648267452282
-2	0	842997	3	3	25	1.08032200526796
-1	0	434017	1	1	26	1.31242165058908
0	0	842984	1	3	29	1.08950845271998
1	0	842991	1	1	25	1.04828324203443
2	0	842982	2	1	28	1.47961593655078
-2	-1	842995	2	1	27	.50464734057141
-1	-1	842981	1	1	31	1.05746968948645
0	-1	842994	2	2	26	1.31490514926622
1	-1	842990	2	1	24	1.4664751949376
2	-1	842986	3	3	27	1.66849444898604
-2	-2	842985	2	1	32	.969371757929963
-1	-2	842983	1	1	26	1.53665025782738
0	-2	842989	1	1	33	1.49459721424945
1	-2	842988	2	3	34	1.88466714784077
2	-2	842980	1	1	34	1.61604931840867
