-2	3	435997	1	1	7	-1.36640267718013
-1	3	435994	1	1	7	-1.57286380186654
0	3	435971	1	2	6	-1.03401002745706
1	3	435968	1	1	8	-.644767926758117
2	3	435981	1	1	12	-.902506092713959
-2	2	435992	1	1	11	-.393732709577161
-1	2	435961	1	1	21	-.649512503572167
0	2	436004	1	1	16	-.0878064133811787
1	2	435965	1	1	24	-.34162783541535
2	2	436002	1	1	19	-.212082272633088
-2	1	435967	1	1	19	-.0585538550008691
-1	1	436001	1	1	17	.0673776700357987
0	1	435959	1	1	18	.129496824542011
1	1	435982	1	1	23	.14804017280123
2	1	593760	1	1	23	-.295398077136044
-2	0	435998	1	1	23	1.23649448198078
-1	0	435995	1	1	22	.807947992317645
0	0	435956	1	1	26	.540157995777918
1	0	435976	1	1	24	1.13751688694802
2	0	435988	1	1	26	.937456004860422
-2	-1	435983	1	1	26	.724594637575205
-1	-1	435957	1	1	24	1.0004405424985
0	-1	435973	1	1	27	1.07622556533419
1	-1	435990	2	1	23	.822101437123942
2	-1	435996	1	1	26	1.48718944274617
-2	-2	435972	1	1	28	1.14000038562516
-1	-2	435991	1	1	31	1.44231264407555
0	-2	435974	1	1	29	1.90620922854172
1	-2	435979	1	1	33	1.75185297801713
2	-2	435993	1	1	29	1.83930794698198
