-2	3	393489	1	1	17	-1.50744416121335
-1	3	393477	1	1	14	-1.29998720374314
0	3	393481	1	1	7	-1.07138938793434
1	3	393488	1	1	10	-1.10081781650646
2	3	393460	1	1	13	-1.11784058380213
-2	2	393470	4	2	12	-.732678794276523
-1	2	393503	5	2	16	-.552684023117209
0	2	393506	1	1	13	-.899432124280144
1	2	393475	5	3	14	-.817639245608703
2	2	393490	5	3	23	-1.14211279845941
-2	1	393468	4	4	12	-.737424976095878
-1	1	393486	2	1	22	-.932474540580927
0	1	393459	4	1	23	-.804849779366622
1	1	393465	5	1	11	-.0221888632673652
2	1	393497	1	1	14	.160592112745164
-2	0	393479	4	1	28	-.600053659131288
-1	0	393484	1	1	23	-.350967475244849
0	0	393495	1	3	28	-.347353437499256
1	0	393499	1	1	25	-.267126544025591
2	0	393492	1	1	33	.137739796963662
-2	-1	393501	4	4	27	-.0807315302674687
-1	-1	393491	1	1	22	.326618309398922
0	-1	393464	1	1	31	-.098367605105832
1	-1	393472	5	1	20	.643424269071169
2	-1	393471	1	2	30	.497426633106213
-2	-2	393462	1	3	35	.172262058874323
-1	-2	499317	1	1	38	1.3190516817541
0	-2	499316	1	1	31	1.23291212215845
1	-2	393504	1	1	40	1.3883989117515
2	-2	393508	1	3	42	3.13913253870094
