-2	3	843113	2	1	0	-3.18752485508685
-1	3	843106	5	5	1	-2.95655574883418
0	3	843101	1	1	3	-2.69798974998596
1	3	436605	1	1	3	-2.42048817927791
2	3	843068	2	3	7	-2.62694930396432
-2	2	843103	1	1	7	-2.42131601217029
-1	2	843111	3	1	7	-2.16553621817528
0	2	436719	1	1	5	-2.16275001332207
1	2	843077	4	4	8	-2.44974073765822
2	2	843119	5	2	7	-2.0139661725039
-2	1	843114	3	1	11	-2.03960469313862
-1	1	436730	3	2	11	-1.65314879729289
0	1	843117	3	1	14	-1.19090787861148
1	1	843123	1	1	11	-1.62502677798104
2	1	843109	2	3	22	-2.03320445053981
-2	0	436496	2	1	13	-1.45143224942053
-1	0	843121	3	4	15	-1.52360323451063
0	0	843118	2	2	11	-1.21489073346143
1	0	843110	2	1	19	-1.80223534428714
2	0	843116	4	3	18	-1.28788955144391
-2	-1	843125	1	1	17	-1.012871479413
-1	-1	843070	1	1	20	-1.26503723566241
0	-1	843105	1	1	21	-1.46984269456406
1	-1	843112	1	3	28	-.858515228888398
2	-1	843069	1	1	23	-.955496901720834
-2	-2	843107	2	1	24	-1.29263412825796
-1	-2	843124	1	1	19	-1.29545788335066
0	-2	843108	1	1	28	-.4447651466232
1	-2	843104	3	3	34	-.228173386066284
2	-2	843102	1	1	28	-.539263320778498
