-2	3	907549	1	1	5	-1.32564341815484
-1	3	907560	1	1	7	-1.07069145705222
0	3	907571	5	5	12	-1.50759656127499
1	3	907546	1	1	13	-1.42985316647847
2	3	907566	2	1	15	-1.30196326948096
-2	2	907561	1	1	17	-1.32760179011568
-1	2	907553	1	1	16	-1.19971189311818
0	2	907547	3	5	17	-1.07099416322829
1	2	907554	5	1	14	-1.22813661860611
2	2	907555	5	5	13	-.83806668501479
-2	1	907550	5	2	17	-.792362053451787
-1	1	907567	1	1	17	-.690110677089
0	1	907556	1	1	18	-.150126363611056
1	1	907543	5	2	15	-.31232026772872
2	1	907565	5	1	18	-.329293301877992
-2	0	907570	1	1	21	-.279974632569395
-1	0	907564	1	1	19	-.252680446149921
0	0	907557	4	2	11	.227668211498947
1	0	907558	1	1	24	.380368796238787
2	0	907552	1	1	23	-.345220248344384
-2	-1	907569	1	1	19	.819454692962624
-1	-1	907548	1	1	27	.39565278011354
0	-1	907559	1	1	23	.815840655217031
1	-1	907545	5	5	20	.300326773065863
2	-1	907542	5	1	26	.845921046489719
-2	-2	902938	1	1	24	.896067548690695
-1	-2	907568	1	1	25	.574214306028321
0	-2	902922	1	1	27	1.42291112055546
1	-2	907562	1	1	29	1.52681816270301
2	-2	907551	1	1	37	1.80906431022511
