-2	3	412421	5	2	9	-.292648538882581
-1	3	412465	3	1	15	-.101252033903702
0	3	412462	1	1	18	.0210440609518541
1	3	412443	3	2	23	.0144366543223379
2	3	412452	1	1	25	.256333848708385
-2	2	412438	1	1	31	.20171076379464
-1	2	412422	1	1	27	.221483884203441
0	2	412485	1	1	29	.0472811431512106
1	2	412471	1	1	24	.218588803615943
2	2	412442	1	1	27	.304307165324027
-2	1	412492	2	1	19	.614580694622786
-1	1	412488	1	1	26	.418462915986928
0	1	412450	1	1	30	.340422504164514
1	1	412445	1	1	35	.392301546153043
2	1	412481	1	1	29	.426376210808151
-2	0	412455	1	1	28	.682748039387168
-1	0	412440	1	1	25	.983160376784702
0	0	412432	1	1	30	.597115577619438
1	0	412458	1	1	29	1.06459591723786
2	0	412475	1	1	32	1.04453246243927
-2	-1	412434	2	1	33	.508778380547221
-1	-1	412426	1	1	30	.878166009369954
0	-1	412430	1	1	24	1.22422452742251
1	-1	412436	1	1	34	1.37692511216235
2	-1	412428	1	1	29	2.29074970658914
-2	-2	412478	1	1	34	2.10578098671119
-1	-2	412460	3	4	36	1.51418632691262
0	-2	412447	1	1	39	2.16401708664271
1	-2	412424	4	2	36	2.38430221197673
2	-2	412467	1	1	39	2.69745658366389
