-2	3	391514	1	1	11	-1.09608565650518
-1	3	391450	3	4	7	-.873260712783988
0	3	391460	1	1	9	-.512427933858685
1	3	391449	1	1	8	-.363644093040516
2	3	391486	2	3	12	-.387324241714396
-2	2	391481	1	1	11	-.206501637662703
-1	2	391474	4	1	18	-.412962762349112
0	2	391508	1	2	22	-.285072865351609
1	2	391477	1	1	13	-.0513175542457254
2	2	391503	1	1	19	-.209287842515917
-2	1	391489	1	1	20	-.225739915698611
-1	1	391452	1	1	22	-.503076876819976
0	1	391494	1	1	15	.125063179167995
1	1	391499	1	1	15	-.0568899639521543
2	1	391466	2	5	22	-.147625138597373
-2	0	391479	1	1	18	.00522919055405836
-1	0	391484	1	1	22	-.129888781934632
0	0	391510	1	1	27	-.152977144806744
1	0	513613	1	1	27	-.0276374055718447
2	0	391462	1	1	29	.100252491425658
-2	-1	391458	3	1	30	.399778545022833
-1	-1	391491	1	1	25	.474395478550584
0	-1	391471	1	1	33	.657214004802597
1	-1	391463	1	1	29	.716546954455595
2	-1	391517	1	1	33	.609551001278758
-2	-2	391505	1	1	26	1.28796461881491
-1	-2	391507	1	1	27	1.39940244262972
0	-2	391467	1	1	35	1.117984128
1	-2	391456	1	1	37	1.24308782014428
2	-2	391496	1	1	34	2.01486907276728
