-2	3	837799	2	1	6	-2.18017585711544
-1	3	837754	4	1	5	-1.54351257698114
0	3	837780	3	1	15	-1.10608234604206
1	3	837794	1	1	10	-.875941072681773
2	3	837786	4	3	19	-1.23035820529397
-2	2	837785	1	1	12	-.74805117568427
-1	2	837774	1	1	6	-.471377437868597
0	2	837803	1	3	12	-.239277792547472
1	2	837752	2	3	8	-.0849215420228734
2	2	837793	1	1	22	-1.10164047540409
-2	1	837776	1	1	9	-.137026416184685
-1	1	837749	2	2	9	-.441297046595909
0	1	837800	1	1	10	-.00913651918718142
1	1	837783	3	2	19	-.439338674635073
2	1	837801	1	1	26	-.950070429732707
-2	0	837766	1	1	19	-.0556689836425638
-1	0	837784	1	1	14	-.164623308780236
0	0	837805	1	2	27	-.466935567230625
1	0	837808	1	1	25	-.333473260526693
2	0	837792	1	1	13	.472039971354065
-2	-1	837770	1	1	20	.399041153371588
-1	-1	837759	3	1	16	.0170271281638366
0	-1	837760	1	2	27	.0939426900679848
1	-1	837758	1	1	26	-.216728182942047
2	-1	837772	1	1	26	.428293711751897
-2	-2	837761	4	2	22	.560625479387373
-1	-2	837796	1	1	27	.712195525058757
0	-2	837750	1	1	28	.729135174718269
1	-2	837807	1	1	23	1.65331430590502
2	-2	837768	1	1	28	1.6312898230159
