-2	3	369006	3	1	8	-1.31097355468172
-1	3	368992	1	2	14	-.872680690904344
0	3	369037	3	2	15	-.823362021595747
1	3	369041	1	1	10	-.686071336561242
2	3	369014	1	1	14	-.560354152109554
-2	2	369056	1	1	12	-.561860863359442
-1	2	369022	2	1	10	-.31376080556657
0	2	369053	2	1	13	-.07887495539223
1	2	369028	1	1	11	-.466380363775356
2	2	368990	2	2	20	-.287294452039475
-2	1	369025	1	1	26	-.28450824718626
-1	1	369011	1	1	20	-.28925282400031
0	1	369020	1	1	20	-.356625090913261
1	1	368991	1	1	20	.123669425372509
2	1	369072	1	1	17	.280811880750322
-2	0	369067	1	1	28	-.387890162617504
-1	0	369078	1	1	27	-.263614303365594
0	0	369033	1	1	17	.298091786825394
1	0	369017	1	1	26	-.306849533633938
2	0	369045	1	1	23	-.0527113080412119
-2	-1	369063	1	1	19	.02307371479448
-1	-1	368994	3	1	23	-.0262449545141168
0	-1	369049	1	1	25	.45967611284118
1	-1	369074	1	1	28	.642154382677631
2	-1	368993	1	1	30	1.13647161483206
-2	-2	368997	1	1	31	.394430497066191
-1	-2	368999	1	1	21	1.02830757234728
0	-2	369009	1	2	26	1.11493470841975
1	-2	369060	1	1	32	1.69226503890105
2	-2	369003	1	1	30	2.20596786915264
